Unnamed: 0,dataset,n_records,n_subjects,n_tasks,nchans_set,sampling_freqs,duration_hours_total,size,size_bytes,source,DatasetID,Type Subject,modality of exp,type of exp,record_modality,dataset_title,license,doi,nemar_citation_count
460,ds006334,128,30,1,331*,1000,36.74722222222222,166.2 GB,178454548010,openneuro,ds006334,Unknown,Multisensory,Memory,meg,Neocortical and Hippocampal Theta Oscillations Track Audiovisual Integration and Replay of Speech Memories,CC0,doi:10.18112/openneuro.ds006334.v1.0.0,
461,ds006366,148,92,1,3*,128,2163.2877777777776,6.08 GB,6526725895,openneuro,ds006366,Healthy,Sleep,Sleep,eeg,Mouse Sleep Staging Validation dataset (MSSV),CC0,doi:10.18112/openneuro.ds006366.v1.0.1,
462,ds006367,52,52,1,30,1000,68.17161055555555,27.76 GB,29810755955,openneuro,ds006367,Healthy,Visual,Memory,eeg,Memory Reactivation Levels Remain Unaffected by Anticipated Interference,CC0,doi:10.18112/openneuro.ds006367.v1.0.1,
463,ds006370,56,56,1,30,1000,95.32295833333336,40.08 GB,43035741246,openneuro,ds006370,Healthy,Visual,Memory,eeg,Memory Reactivation Levels Remain Unaffected by Anticipated Interference Experiment 2 Dataset,CC0,doi:10.18112/openneuro.ds006370.v1.0.1,
464,ds006374,358,36,2,35,2000,31.611037916666668,31.12 GB,33413497382,openneuro,ds006374,Unknown,Unknown,Unknown,eeg,Expectation effects on repetition suppression in nociception,CC0,doi:10.18112/openneuro.ds006374.v1.0.0,
465,ds006377,690,115,6,52,10,,1.38 GB,1480974514,openneuro,ds006377,Unknown,Unknown,Unknown,fnirs,InclusionStudy,CC0,doi:10.18112/openneuro.ds006377.v1.0.2,
466,ds006386,180,30,1,59,1000,57.99939444444445,22.97 GB,24666877908,openneuro,ds006386,Healthy,Motor,Other,eeg,PhysioMotion_Artifact,CC0,doi:10.18112/openneuro.ds006386.v1.0.1,
467,ds006392,1,1,1,166,512,0.2403428819444444,32.05 MB,33603727,openneuro,ds006392,Unknown,Visual,Clinical/Intervention,ieeg,HED schema library for SCORE annotations example,CC0,doi:10.18112/openneuro.ds006392.v1.0.1,
468,ds006394,60,33,2,16,125,,534.84 MB,560818153,openneuro,ds006394,Healthy,Multisensory,Attention,eeg,Electrophysiological markers of surprise-induced failures of visual and auditory awareness,CC0,doi:10.18112/openneuro.ds006394.v1.0.3,
469,ds006434,118,66,5,32*,10000*,263.13554426111114,103.05 GB,110646361086,openneuro,ds006434,Healthy,Auditory,Attention,eeg,The auditory brainstem response to natural speech is not affected by selective attention,CC0,doi:10.18112/openneuro.ds006434.v1.2.0,
470,ds006437,63,9,5,64,256,16.798037109375,4.31 GB,4631684039,openneuro,ds006437,Healthy,Auditory,Clinical/Intervention,eeg,LIGHT Hypnotherapy,CC0,doi:10.18112/openneuro.ds006437.v1.1.0,
471,ds006446,29,29,1,65,2048,18.029718288845487,16.1 GB,17285482171,openneuro,ds006446,Healthy,Unknown,Decision-making,eeg,Cueing the future to reduce temporal discounting,CC0,doi:10.18112/openneuro.ds006446.v1.0.0,
472,ds006459,17,17,1,120,24,,168.78 MB,176977615,openneuro,ds006459,Unknown,Unknown,Unknown,fnirs,High-DensityvSparsefNIRS_WordColorStroop_Sparse_Anderson_2025,CC0,doi:10.18112/openneuro.ds006459.v1.0.0,
473,ds006460,17,17,1,428,17,,459.74 MB,482075463,openneuro,ds006460,Unknown,Unknown,Unknown,fnirs,High-DensityvSparsefNIRS_WordColorStroop_HD_Anderson_2025,CC0,doi:10.18112/openneuro.ds006460.v1.0.0,
474,ds006465,80,20,1,32*,500,36.199955555555555,8.17 GB,8768486080,openneuro,ds006465,Healthy,Visual,Motor,eeg,"3M-CPSEED：An EEG-based Dataset for Chinese Pinyin Production in Overt, Silent-intended, and Imagined Speech",CC0,doi:10.18112/openneuro.ds006465.v2.0.0,
475,ds006466,1257,66,6,65,1000,131.76201944444446,117.47 GB,126131448388,openneuro,ds006466,Healthy,Auditory,Attention,eeg,HeartBEAM: Older Adult Resting State and Auditory Oddball Task EEG Data,CC0,doi:10.18112/openneuro.ds006466.v1.0.1,
476,ds006468,189,24,4,341*,1000,21.73856527777778,101.21 GB,108674320301,openneuro,ds006468,Healthy,Auditory,Perception,meg,"MEG-SCANS - A comprehensive magnetoencephalography speech dataset with Stories, Chirps And Noisy Sentences.",CC0,doi:10.18112/openneuro.ds006468.v1.1.2,
477,ds006480,68,68,1,65,1000,71.66592555555556,64.06 GB,68786099468,openneuro,ds006480,Healthy,Auditory,Attention,eeg,Young Adult Resting State and Auditory Oddball Task EEG Data,CC0,doi:10.18112/openneuro.ds006480.v1.0.1,
478,ds006502,380,31,4,307*,600,37.88333333333333,95.75 GB,102812849034,openneuro,ds006502,Healthy,Visual,Learning,meg,Skill learning and consolidation in healthy humans,CC0,doi:10.18112/openneuro.ds006502.v1.0.0,
479,ds006519,35,21,1,35*,4096*,0.2686111111111111,1.04 GB,1118742821,openneuro,ds006519,Epilepsy,Other,Clinical/Intervention,ieeg,Dataset of intracranial EEG during cortical stimulations evoking negative motor responses,CC0,doi:10.18112/openneuro.ds006519.v1.0.0,
480,ds006525,34,34,1,128*,250,,3.0 GB,3223158965,openneuro,ds006525,Unknown,Resting State,Resting-state,eeg,Resting EEG,CC0,doi:10.18112/openneuro.ds006525.v1.0.0,
481,ds006545,98,49,1,6180*,3,,46.7 GB,50147809917,openneuro,ds006545,Unknown,Unknown,Unknown,fnirs,Reliability-Dubois2024,CC0,doi:10.18112/openneuro.ds006545.v1.0.0,
482,ds006547,31,31,1,64,500,39.21989444444444,17.62 GB,18921502382,openneuro,ds006547,Unknown,Visual,Perception,eeg,Visual EEG Study (BrainVision → BIDS),CC0,doi:10.18112/openneuro.ds006547.v1.0.0,
483,ds006554,47,47,1,64,500,28.228528333333333,12.12 GB,13014195680,openneuro,ds006554,Unknown,Unknown,Unknown,eeg,Social Observation EEG raw data,CC0,doi:10.18112/openneuro.ds006554.v1.0.0,
484,ds006563,12,12,1,64,500,12.639361666666666,5.63 GB,6045373165,openneuro,ds006563,Healthy,Visual,Attention,eeg,Dimension-based attention modulates early visual processing,CC0,doi:10.18112/openneuro.ds006563.v1.0.0,
485,ds006576,57,57,1,73,512,97.67361111111111,553.89 GB,594736641777,openneuro,ds006576,Healthy,Sleep,Sleep,eeg,The role of REM sleep in neural differentiation of memories in the hippocampus,CC0,doi:10.18112/openneuro.ds006576.v1.0.3,
486,ds006593,21,21,1,19,300,5.610982407407407,441.94 MB,463412434,openneuro,ds006593,Healthy,Visual,Attention,eeg,cBCI Matrix Multimodal Dataset,CC0,doi:10.18112/openneuro.ds006593.v1.0.0,
487,ds006629,38,19,2,339,250,,11.23 GB,12055724574,openneuro,ds006629,Healthy,Auditory,Perception,meg,SINGSING,CC0,doi:10.18112/openneuro.ds006629.v1.0.1,
488,ds006647,4,4,1,70,512,8.681111111111111,4.29 GB,4610198011,openneuro,ds006647,Healthy,Visual,Affect,eeg,Poetry Assessment EEG Dataset 2,CC0,doi:10.18112/openneuro.ds006647.v1.0.1,
489,ds006648,47,47,1,70,512,91.80333333333331,45.4 GB,48749259066,openneuro,ds006648,Healthy,Visual,Affect,eeg,Poetry Assessment EEG Dataset 1,CC0,doi:10.18112/openneuro.ds006648.v1.0.0,
490,ds006673,67,17,2,2440*,[],,7.78 GB,8349792794,openneuro,ds006673,Unknown,Unknown,Unknown,fnirs,ball_squeeze_Carlton_2025,CC0,doi:10.18112/openneuro.ds006673.v1.0.2,
491,ds006695,19,19,1,3,500,164.257975,9.36 GB,10052862715,openneuro,ds006695,Unknown,Sleep,Sleep,eeg,Validation of Sleep Staging with Forehead EEG Patch,CC0,doi:10.18112/openneuro.ds006695.v1.0.2,
492,ds006720,246,24,3,328*,1000*,30.722993750000004,136.45 GB,146513556741,openneuro,ds006720,Healthy,Auditory,Memory,meg,Alpha power indexes working memory load for durations,CC0,doi:10.18112/openneuro.ds006720.v1.0.0,
493,ds006735,27,27,1,36*,10000,38.84182222222222,175.87 GB,188843790172,openneuro,ds006735,Healthy,Auditory,Perception,eeg,Chimeric music reveals an interaction of pitch and time in electrophysiological signatures of music encoding,CC0,doi:10.18112/openneuro.ds006735.v2.0.0,
494,ds006761,31,31,1,64,2048,25.621111111111112,78.0 GB,83755152274,openneuro,ds006761,Healthy,Visual,Decision-making,eeg,Neural decoding of competitive decision-making in Rock-Paper-Scissors,CC0,doi:10.18112/openneuro.ds006761.v1.0.0,
495,ds006768,210,30,1,64,1000,14.466388888888888,6.52 GB,7002555913,openneuro,ds006768,Healthy,Visual,Attention,eeg,Multiple Object Monitoring (EEG),CC0,doi:10.18112/openneuro.ds006768.v1.1.0,
496,ds006801,42,21,1,31,500,6.335461111111111,1.32 GB,1414488873,openneuro,ds006801,Healthy,Resting State,Learning,eeg,Resting-state EEG before and after different study methods,CC0,doi:10.18112/openneuro.ds006801.v1.0.0,
497,ds006802,24,24,1,64,2048,23.414166666666667,62.23 GB,66817006188,openneuro,ds006802,Healthy,Unknown,Learning,eeg,Collaborative rule learning promotes interbrain information alignment,CC0,doi:10.18112/openneuro.ds006802.v1.0.0,
498,ds006803,126,63,1,8,250,45.946035555555554,1.39 GB,1497259364,openneuro,ds006803,Healthy,Visual,Learning,eeg,NeuroTechs Dataset for Stem Skills,CC0,doi:10.18112/openneuro.ds006803.v1.1.1,
499,ds006817,34,34,1,65,1024,21.68111111111111,9.69 GB,10400423631,openneuro,ds006817,Unknown,Unknown,Unknown,eeg,Visual Attribute-Specific Contextual Trajectory Paradigm 2.0,CC0,doi:10.18112/openneuro.ds006817.v1.0.0,
500,ds006839,144,36,4,29,1000,26.62208888888889,10.36 GB,11119141416,openneuro,ds006839,Healthy,Multisensory,Attention,eeg,EEG recordings during sham neurofeedback in virtual reality,CC0,doi:10.18112/openneuro.ds006839.v1.0.0,
501,ds006840,128,15,1,29*,1024,14.781475694444444,5.99 GB,6435718408,openneuro,ds006840,Unknown,Unknown,Unknown,eeg,IACKD: Intention Action Conflict EEG-Hand Kinematics Dataset,CC0,doi:10.18112/openneuro.ds006840.v1.0.0,
502,ds006848,52,30,2,65,1000,47.409621666666666,41.37 GB,44416584256,openneuro,ds006848,Healthy,Visual,Memory,eeg,"AlphaDirection1: EEG, ECG, PPG in the resting state and working memory for sequentially and simultaneously presented digits",CC0,doi:10.18112/openneuro.ds006848.v1.0.0,
503,ds006850,126,63,1,66,500,78.82088222222221,34.68 GB,37239047888,openneuro,ds006850,Healthy,Visual,Affect,eeg,Urban Appraisal: Physiological Recording during Rating of Different Urban Environments,CC0,doi:10.18112/openneuro.ds006850.v1.0.0,
504,ds006861,239,120,1,37,1000,99.5760275,52.13 GB,55976306491,openneuro,ds006861,Healthy,Visual,Affect,eeg,Targeted Neuromodulation of the Left Dorsolateral Prefrontal Cortex Alleviates Altered Affective Response Evaluation in Lonely Individuals,CC0,doi:10.18112/openneuro.ds006861.v1.0.2,
505,ds006866,148,148,1,69,1000,123.35075777777776,116.24 GB,124810279277,openneuro,ds006866,Healthy,Visual,Affect,eeg,Discrepancy between self-report and neurophysiological markers of socio-affective responses in lonely individuals,CC0,doi:10.18112/openneuro.ds006866.v1.0.0,
506,ds006890,870,2,5,50*,1000,105.82138916666666,41.17 GB,44207054000,openneuro,ds006890,Healthy,Multisensory,Motor,ieeg,Longitudinal Multitask Wireless ECoG Data from Two Fully Implanted Macaca fuscata,CC0,doi:10.18112/openneuro.ds006890.v1.0.0,
507,ds006902,42,42,1,112,7,27.677904833333333,5.51 GB,5914166447,openneuro,ds006902,Healthy,Motor,Perception,fnirs,Profound neuronal differences during Exercise-Induced Hypoalgesia between athletes and non-athletes revealed by functional near-infrared spectroscopy,CC0,doi:10.18112/openneuro.ds006902.v1.1.1,
508,ds006903,67,17,2,1134*,4*,,5.43 GB,5826262353,openneuro,ds006903,Unknown,Unknown,Unknown,fnirs,ball_squeeze_2025,CC0,doi:10.18112/openneuro.ds006903.v1.0.0,
509,ds006910,384,121,1,128*,1000,130.07328611111112,44.6 GB,47891802796,openneuro,ds006910,Unknown,Auditory,Other,ieeg,Auditory Naming EC,CC0,doi:10.18112/openneuro.ds006910.v1.0.1,
510,ds006914,353,110,1,128*,1000,0.7271305555555556,17.55 GB,18843484223,openneuro,ds006914,Epilepsy,Visual,Other,ieeg,Visual Naming EC,CC0,doi:10.18112/openneuro.ds006914.v1.0.3,
511,ds006921,152,38,2,128*,2400,16.961872800925924,64.42 GB,69166826012,openneuro,ds006921,Other,Resting State,Clinical/Intervention,eeg,High Density Resting State EEG of Phantom Limb Pain and Controls,CC0,doi:10.18112/openneuro.ds006921.v1.1.1,
512,ds006923,280,140,1,128,128,37.333333333333336,8.09 GB,8691122065,openneuro,ds006923,Other,Resting State,Clinical/Intervention,eeg,Dataset of Electroencephalograms of Juvenile Offenders,CC0,doi:10.18112/openneuro.ds006923.v1.0.0,
513,ds006940,935,7,15,64,100,34.022077777777774,3.62 GB,3883627381,openneuro,ds006940,Healthy,Motor,Motor,eeg,Dataset: EEG-Controlled Exoskeleton for Walking and Standing - A Longitudinal Study of Healthy Individuals,CC0,doi:10.18112/openneuro.ds006940.v1.0.0,
514,ds006945,14,5,3,64,5000,2.110611111111111,5.37 GB,5761229857,openneuro,ds006945,Healthy,Visual,Motor,eeg,Dataset: T1-Weighted Structural MRI and fMRI of Participants Viewing Self-Avatar Exoskeleton Walking (11 SWS Cycles),CC0,doi:10.18112/openneuro.ds006945.v1.2.1,
515,ds006963,32,32,1,64,1000,85.26408194444444,52.8 GB,56696991879,openneuro,ds006963,Healthy,Visual,Memory,eeg,Motor Control Processes Moderate Visual Working Memory Gating Dataset,CC0,doi:10.18112/openneuro.ds006963.v1.0.0,
516,ds006979,56,53,3,69*,512*,148.12,38.55 GB,41389026706,openneuro,ds006979,Healthy,Visual,Memory,eeg,Examining Perceptual Grouping on Stages of Processing in Visual Working Memory: An ERP Study,CC0,doi:10.18112/openneuro.ds006979.v1.0.1,
517,ds007006,50,10,5,64,256,3.606944444444444,918.75 MB,963375182,openneuro,ds007006,Healthy,Multisensory,Affect,eeg,VR-Compassion Cultivation Training,CC0,doi:10.18112/openneuro.ds007006.v1.0.0,
518,ds007020,94,94,1,63*,500,4.106407222222223,1.74 GB,1870056562,openneuro,ds007020,Parkinson's,Resting State,Clinical/Intervention,eeg,EEG Mortality Dataset in Parkinson's Disease,CC0,doi:10.18112/openneuro.ds007020.v1.0.0,
519,ds007028,3,3,1,64,20000,0.8074388888888889,13.86 GB,14882843764,openneuro,ds007028,Other,Auditory,Perception,eeg,Auditory Cortex Macaque Monkey DISC Data,CC0,doi:10.18112/openneuro.ds007028.v1.0.0,
520,ds007052,288,288,1,32,500,40.00969111111111,8.98 GB,9636979355,openneuro,ds007052,Healthy,Visual,Memory,eeg,PURSUE N400 Word Processing,CC0,doi:10.18112/openneuro.ds007052.v1.1.2,
521,ds007056,286,286,1,32,500,34.86793055555555,7.84 GB,8413923956,openneuro,ds007056,Healthy,Visual,Attention,eeg,PURSUE P300 Visual Oddball,CC0,doi:10.18112/openneuro.ds007056.v1.1.1,
522,ds007069,281,281,1,32,500,54.90152944444444,12.42 GB,13336113822,openneuro,ds007069,Healthy,Auditory,Perception,eeg,PURSUE MMN Auditory Oddball,CC0,doi:10.18112/openneuro.ds007069.v1.0.0,
523,ds007081,41,41,1,32,1000,26.319111111111113,11.3 GB,12129532986,openneuro,ds007081,Healthy,Visual,Memory,eeg,"Passive but accessible:  Studied information is not actively stored in working memory, yet attended regardless of anticipated load",CC0,doi:10.18112/openneuro.ds007081.v1.0.0,
524,ds007095,6019,8,1,2,200,154.5963888888889,497.76 MB,521941815,openneuro,ds007095,Epilepsy,Other,Clinical/Intervention,ieeg,RNS_Epilepsy-iBIDS,CC0,doi:10.18112/openneuro.ds007095.v1.0.0,
525,ds007096,292,292,1,32,500,51.75700166666667,11.64 GB,12503279073,openneuro,ds007096,Healthy,Visual,Perception,eeg,PURSUE N170 Face Perception,CC0,doi:10.18112/openneuro.ds007096.v1.0.0,
526,ds007118,82,65,1,128*,1000,44.215,33.82 GB,36317646610,openneuro,ds007118,,Sleep,Sleep,ieeg,iEEG_comprehensive_HFA_model_part1,CC0,doi:10.18112/openneuro.ds007118.v1.0.0,
527,ds007119,106,103,1,128*,1000,41.775,32.58 GB,34981740938,openneuro,ds007119,,Sleep,Sleep,ieeg,iEEG_comprehensive_HFA_model_part3,CC0,doi:10.18112/openneuro.ds007119.v1.0.0,
528,ds007120,70,65,1,128*,1000,41.863055555555555,33.01 GB,35448518496,openneuro,ds007120,Epilepsy,Sleep,Sleep,ieeg,iEEG_comprehensive_HFA_model_part2,CC0,doi:10.18112/openneuro.ds007120.v1.0.0,
529,ds007137,294,294,1,32,500,54.44088055555556,12.24 GB,13143663368,openneuro,ds007137,Healthy,Visual,Attention,eeg,PURSUE N2pc Visual Search,CC0,doi:10.18112/openneuro.ds007137.v1.0.0,
530,ds007139,292,292,1,32,500,64.58555888888888,14.53 GB,15598996691,openneuro,ds007139,Healthy,Visual,Attention,eeg,PURSUE LRP/ERN Flanker,CC0,doi:10.18112/openneuro.ds007139.v1.0.0,
531,ds007162,69,34,1,63,1000,71.81638055555555,60.85 GB,65339062772,openneuro,ds007162,Healthy,Visual,Perception,eeg,Adaptive recruitment of cortex-wide recurrence for visual object recognition (EEG),CC0,doi:10.18112/openneuro.ds007162.v1.0.0,
532,ds007169,18,18,1,24,250,5.090633333333333,421.66 MB,442139020,openneuro,ds007169,Healthy,Visual,Memory,eeg,"Multimodal Cognitive Workload n-back Task, 4 Difficulties",CC0,doi:10.18112/openneuro.ds007169.v1.0.5,
533,ds007172,501,100,6,32*,500*,50.98400083333333,11.04 GB,11852106397,openneuro,ds007172,Healthy,Visual,Attention,eeg,EEG-Asymmetries Dataset,CC0,doi:10.18112/openneuro.ds007172.v1.0.0,
534,ds007175,41,41,1,65,5000,46.89787261111111,200.43 GB,215211348736,openneuro,ds007175,Unknown,Unknown,Unknown,eeg,FFR-active-listening,CC0,doi:10.18112/openneuro.ds007175.v1.0.1,
535,ds007176,300,45,2,60,1000,26.174016666666667,21.06 GB,22616298800,openneuro,ds007176,Healthy,Resting State,Resting-state,eeg,Longitudinal EEG Test-Retest Reliability in Healthy Individuals,CC0,doi:10.18112/openneuro.ds007176.v1.0.1,
536,ds007180,25,25,1,63,500,34.725588888888886,14.67 GB,15755538005,openneuro,ds007180,Healthy,,,eeg,Exo-EEG Experiment,CC0,doi:10.18112/openneuro.ds007180.v1.0.0,
537,ds007181,59,59,1,24,1024,454.4836111111111,59.15 GB,63514978596,openneuro,ds007181,Other,Sleep,Clinical/Intervention,eeg,"Structural MRI, Resting-state fMRI, and PSG/EEG Dataset of Zoster-associated Neuralgia",CC0,doi:10.18112/openneuro.ds007181.v1.0.1,
538,ds007216,187,24,2,36,5000,33.29890561111111,104.7 GB,112422123313,openneuro,ds007216,Healthy,Visual,Attention,eeg,A multi-session simultaneous EEG-fMRI dataset with online experience sampling,CC0,doi:10.18112/openneuro.ds007216.v1.0.0,
539,ds007221,1265,84,4,69*,1000,135.3057763888889,124.78 GB,133984759249,openneuro,ds007221,Healthy,Visual,Motor,eeg,Cross-Environment Multi-Paradigm Motor Imagery EEG Dataset,CC0,doi:10.18112/openneuro.ds007221.v1.0.1,
540,ds007262,18,18,1,24,250,4.58342,378.87 MB,397274375,openneuro,ds007262,Healthy,Unknown,Attention,eeg,Cognitive Workload 8-level arithmetic,CC0,doi:10.18112/openneuro.ds007262.v1.0.6,
541,ds007314,14,2,1,32,500,4.888012222222223,1.09 GB,1165891095,openneuro,ds007314,Other,Visual,Clinical/Intervention,eeg,tACS for Patients with Post-Stroke Anomia,CC0,doi:10.18112/openneuro.ds007314.v1.0.0,
542,ds007315,14,2,1,32,500,4.888012222222223,1.09 GB,1165892937,openneuro,ds007315,Other,Visual,Clinical/Intervention,eeg,tACS for Patients with Post-Stroke Anomia,CC0,doi:10.18112/openneuro.ds007315.v1.0.1,
543,ds007322,57,57,1,64*,1000,48.70112305555555,42.51 GB,45648502420,openneuro,ds007322,Healthy,Auditory,Attention,eeg,Personalized smartphone notifications bias auditory salience across processing stages,CC0,doi:10.18112/openneuro.ds007322.v1.0.1,
544,ds007338,1,1,1,129,500,0.0898511111111111,39.94 MB,41876427,openneuro,ds007338,Healthy,Visual,Perception,eeg,EEGEyeNet Dataset,CC0,doi:10.18112/openneuro.ds007338.v1.0.0,
545,ds007347,10,5,1,50*,256*,4.473611111111111,1.65 GB,1767378590,openneuro,ds007347,Cancer,Resting State,Clinical/Intervention,eeg,Sterotactic Focused Ultrasound Mesencephalotomy for the Treatment of Head and Neck Cancer Pain,CC0,doi:10.18112/openneuro.ds007347.v1.0.0,
546,ds007353,473,32,2,409*,1200*,44.82657291666667,180.59 GB,193902192538,openneuro,ds007353,Healthy,Visual,Perception,"eeg, meg",HAD-MEEG,CC0,doi:10.18112/openneuro.ds007353.v1.0.0,
547,ds007358,6000,2000,3,62*,128*,276.1350466579861,16.08 GB,17264324344,openneuro,ds007358,Healthy,Resting State,Resting-state,eeg,A subset of large-scale EEG dataset (India + Tanzania),CC0,doi:10.18112/openneuro.ds007358.v1.0.0,
548,ds007406,10,10,1,14,256,0.5000651041666667,25.76 MB,27012236,openneuro,ds007406,Healthy,Multisensory,Affect,eeg,EEG dataset on consumer responses to extreme versus traditional marketing videos,CC0,doi:10.18112/openneuro.ds007406.v1.0.0,
549,ds007420,60,12,4,200,8*,,560.71 MB,587945590,openneuro,ds007420,Healthy,Motor,Motor,fnirs,A Light Weight Multi-Distance fNIRS Dataset for Ball-Squeezing Task and Purposeful Motion Artifact Creation Task,CC0,doi:10.18112/openneuro.ds007420.v1.0.2,
550,ds007427,44,44,1,60,1000,3.911543333333334,3.15 GB,3379868887,openneuro,ds007427,Dementia,Resting State,Clinical/Intervention,eeg,Comprehensive methodology for sample enrichment in EEG biomarker studies for Alzheimer’s risk classification,CC0,doi:10.18112/openneuro.ds007427.v1.0.1,
551,ds007431,47,47,1,66,1000,160.1695947222222,144.57 GB,155226967884,openneuro,ds007431,Healthy,Visual,Memory,eeg,Diffuse predictions stabilize and reshape neural code during memory encoding,CC0,doi:10.18112/openneuro.ds007431.v1.0.0,
552,ds007445,66,19,1,140*,200*,73.70927875000001,50.48 GB,54201403733,openneuro,ds007445,Epilepsy,Other,Clinical/Intervention,ieeg,Thalamocortical ictal iEEG dataset,CC0,doi:10.18112/openneuro.ds007445.v1.0.2,
553,ds007454,42,42,1,64,1000,37.15316055555555,29.63 GB,31812516010,openneuro,ds007454,Healthy,Visual,Perception,eeg,A common neural mechanism underlies experiences of passage of time,CC0,doi:10.18112/openneuro.ds007454.v1.0.1,
554,ds007463,88,8,14,19086*,7,18.898382222222224,69.3 GB,74413175764,openneuro,ds007463,Healthy,Visual,Perception,fnirs,Very-High-Density Diffuse Optical Tomography System Validation Dataset,CC0,doi:10.18112/openneuro.ds007463.v1.1.1,
555,ds007471,31,31,1,64,1000,18.78229444444444,8.06 GB,8658914750,openneuro,ds007471,Healthy,Auditory,Other,eeg,Joint agency EEG dataset,CC0,doi:10.18112/openneuro.ds007471.v1.0.0,
556,ds007473,189,5,19,6782*,10,51.12245333333332,36.29 GB,38961072704,openneuro,ds007473,Healthy,Multisensory,Perception,fnirs,High-Density Diffuse Optical Tomography Audiovisual Movie Viewing Dataset,CC0,doi:10.18112/openneuro.ds007473.v1.0.0,
557,ds007477,36,18,1,1,10,,9.16 KB,9384,openneuro,ds007477,,Other,,fnirs,TimeSeries BIDS converted,CC0,doi:10.18112/openneuro.ds007477.v1.0.1,
558,ds007521,46,23,1,64,100,34.23017222222222,28.98 GB,31115320529,openneuro,ds007521,Healthy,Visual,Attention,eeg,The effect of hunger and state preferences on the neural processing of food images,CC0,doi:10.18112/openneuro.ds007521.v1.0.1,
559,ds007523,579,58,1,346*,1000,94.80763305555556,444.82 GB,477619624392,openneuro,ds007523,Healthy,Auditory,Perception,meg,LPP MEG Listen,CC0,doi:10.18112/openneuro.ds007523.v1.0.0,
560,ds007524,500,50,1,346*,1000,63.99154166666667,298.56 GB,320573795930,openneuro,ds007524,Healthy,Visual,Other,meg,LittlePrince_MEG_French_Read_Pallier2025,CC0,doi:10.18112/openneuro.ds007524.v1.0.1,
561,ds007526,277,144,2,65,250,19.488375555555557,4.26 GB,4578749719,openneuro,ds007526,Parkinson's,Motor,Clinical/Intervention,eeg,PD-EEG: Resting-State & Walking EEG in Parkinson's Disease,CC0,doi:10.18112/openneuro.ds007526.v1.0.0,
562,ds007554,1034,30,7,32,10*,61.88401802488944,4.21 GB,4515882153,openneuro,ds007554,Healthy,,Other,"eeg, fnirs",Multimodal dataset from the CMx7-MM Experiment,CC0,doi:10.18112/openneuro.ds007554.v1.0.0,
563,ds007558,121,67,1,19*,200,25.984918055555557,686.4 MB,719738454,openneuro,ds007558,,Resting State,Clinical/Intervention,eeg,EEG Pre/Post Intervention Dataset,CC0,doi:10.18112/openneuro.ds007558.v1.0.0,
564,ds007591,21,3,3,139,256,6.775833333333333,1.62 GB,1737849881,openneuro,ds007591,Healthy,Unknown,Motor,eeg,Delineating neural contributions to EEG-based speech decoding,CC0,doi:10.18112/openneuro.ds007591.v1.0.1,
565,ds007602,113,3,1,134,1200,44.18638888888889,49.65 GB,53309491557,openneuro,ds007602,Healthy,Visual,Motor,eeg,EEG-Speech Brain Decoding Dataset,CC0,doi:10.18112/openneuro.ds007602.v1.0.1,
566,ds007609,51,51,1,256,500,4.057284444444445,7.01 GB,7528851369,openneuro,ds007609,Healthy,Resting State,Affect,eeg,Resting-State EEG and Trait Anxiety,CC0,doi:10.18112/openneuro.ds007609.v1.0.0,
567,ds007615,192,69,2,68,2048,18.548532307942708,34.65 GB,37200493446,openneuro,ds007615,Healthy,Auditory,Perception,eeg,LDAEP and resting-state EEG in healthy women,CC0,doi:10.18112/openneuro.ds007615.v1.0.0,
568,nm000103,3522,447,10,129,500,285.01504277777775,250.25 GB,268707751031,nemar,nm000103,Development,Unknown,Unknown,eeg,Healthy Brain Network EEG - Not for Commercial Use,CC-BY-NC-SA 4.0,10.82901/nemar.nm000103,
569,nm000104,1136,108,1,32,2000,346.3244476388889,223.28 GB,239744959855,nemar,nm000104,Healthy,Visual,Motor,emg,emg2qwerty: A Large Dataset with Baselines for Touch Typing using Surface Electromyography,CC-BY-NC-SA-4.0,10.82901/nemar.nm000104,
570,nm000105,100,100,1,16,2000,63.93759180555555,20.59 GB,22108979286,nemar,nm000105,Healthy,Visual,Motor,emg,FRL Discrete Gestures: Hand Gesture Recognition from Surface Electromyography,CC-BY-NC 4.0,10.82901/nemar.nm000105,
571,nm000106,807,100,1,16,2000,140.70160930555554,45.34 GB,48680264913,nemar,nm000106,Healthy,Visual,Motor,emg,FRL Handwriting: Handwriting Decoding from Surface Electromyography,CC-BY-NC 4.0,10.82901/nemar.nm000106,
572,nm000107,182,100,1,16,2000,77.18355888888888,24.85 GB,26685152720,nemar,nm000107,Healthy,Visual,Motor,emg,FRL Wrist Control: Wrist Movement Decoding from Surface Electromyography,CC-BY-NC 4.0,10.82901/nemar.nm000107,
573,nm000108,1514,20,38,256,[],,108.19 GB,116163611127,nemar,nm000108,Healthy,Motor,Motor,emg,HySER: High-Density Surface Electromyogram Recordings,ODC-By-1.0,10.82901/nemar.nm000108,
574,nm000109,72,36,2,21,500,2.40996,174.51 MB,182988609,nemar,nm000109,Healthy,Visual,Attention,eeg,EEG During Mental Arithmetic Tasks,ODC-By-1.0,10.82901/nemar.nm000109,
575,nm000110,686,24,1,23*,256,982.9345334201388,42.62 GB,45759383669,nemar,nm000110,Epilepsy,Resting State,Clinical/Intervention,eeg,CHB-MIT,ODC-By-1.0,10.82901/nemar.nm000110,
